title,creation_date,medium,department,item_width,item_height,item_depth,classification,full_name,nationality,img_url,value
"The Piers Project, Pittsburgh: Map Object",1991,wood,Heinz Architectural Center,14.0,10.0,14.0,architectural models,"BLPRA Architects (Paul Rosenblatt and Bruce Lindsey, partners)",American,https://cmoa-collection-images.s3.amazonaws.com/thing/127933/1003293-3792.jpg,1
"The Piers Project, Pittsburgh: Map Object",1991,pencil and colored pencil on paper,Heinz Architectural Center,23.0,29.0,0.0,drawings and watercolors,"BLPRA Architects (Paul Rosenblatt and Bruce Lindsey, partners)",American,https://cmoa-collection-images.s3.amazonaws.com/thing/126848/1003297.jpg,1
"The Piers Project, Pittsburgh: River Object",1991,pencil and wash on paper,Heinz Architectural Center,29.0,22.0,0.0,drawings and watercolors,"BLPRA Architects (Paul Rosenblatt and Bruce Lindsey, partners)",American,https://cmoa-collection-images.s3.amazonaws.com/thing/126851/1003298.jpg,1
"The Piers Project, Pittsburgh: Pedestrian Bridge",1991,pencil and watercolor on paper,Heinz Architectural Center,57.375,23.125,0.0,drawings and watercolors,"BLPRA Architects (Paul Rosenblatt and Bruce Lindsey, partners)",American,https://cmoa-collection-images.s3.amazonaws.com/thing/126849/1003299.jpg,1
"The Piers Project, Pittsburgh: Steel Object",1991,"pencil, colored pencil, and applications on paper",Heinz Architectural Center,23.0,29.0,0.0,drawings and watercolors,"BLPRA Architects (Paul Rosenblatt and Bruce Lindsey, partners)",American,https://cmoa-collection-images.s3.amazonaws.com/thing/126850/1003300.jpg,1
Measurement: Plant (Palm),1969,live plant and tape on wall,Contemporary Art,120.0,120.0,0.0,sculpture,Mel Bochner,American,https://cmoa-collection-images.s3.amazonaws.com/thing/128364/1003309.jpg,1
Transit Chair,1997,reused aluminum traffic signs,Decorative Arts and Design,16.0,48.0,21.0,furniture,Boris Bally,American,https://cmoa-collection-images.s3.amazonaws.com/thing/98326/1003312-crop.jpg,1
Transit Chair,1997,reused aluminum traffic signs,Decorative Arts and Design,16.0,48.0,21.0,furniture,Boris Bally,American,https://cmoa-collection-images.s3.amazonaws.com/thing/98325/1003313-crop.jpg,1
Toast rack,1881,silver plate,Decorative Arts and Design,6.25,5.0,4.125,Metals,Christopher Dresser|Hukin & Heath,British|British,https://cmoa-collection-images.s3.amazonaws.com/thing/97497/1003314-2.jpg,1
"Vase, Flower (""Uprising Wind"")",1996,glazed earthenware,Decorative Arts and Design,10.625,22.75,6.5,Ceramics,Miyashita Zenji,Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/8805/1003316.jpg,1
Chaise Longue no.313,"1932, manufactured 1934",aluminum and beech,Decorative Arts and Design,56.188,29.5,23.438,Metals,Marcel Breuer|Embru-Werke AG,American|Swiss,https://cmoa-collection-images.s3.amazonaws.com/thing/90156/1003317.jpg,1
Portrait of Maggie Edwards,early 1860s,hand-colored albumen print,Photography,6.625,8.625,0.0,photographs,Robert M. Cargo|J. N. Glogger,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/82710/1003318.jpg,1
"Photo-Secession, a Collection of American Pictorial Photographs as arranged by the Photo-Secession and exhibited under the auspices of the Camera Club of Pittsburg, at the Art Galleries of the Carnegie Institute, Pittsburgh",2/1/1904,large quarto book with seven photogravures,Photography,9.125,12.875,0.25,photographs,Alfred Stieglitz|Edward J. Steichen,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/114252/1003319-front%20cover.jpg,1
William Edwards (as a young boy),19th century,albumen print,Photography,2.625,3.25,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106317/1003322.jpg,1
Richard Edwards (as a young boy),19th century,albumen print,Photography,2.562,4.187,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106312/1003323.jpg,1
Young Woman of Thaw/Edwards Family with a Child,1917,gelatin silver print,Photography,3.75,5.562,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106301/1003324.jpg,1
"Possibly William Edwards (at middle age, in profile)",,gelatin silver print,Photography,3.188,4.875,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106276/1003325.jpg,1
Female descendant of George B. Edwards,1942,gelatin silver print,Photography,10.75,13.875,0.0,photographs,Bachrach,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106302/1003326.jpg,1
William Thaw,19th century,albumen print (cabinet card),Photography,4.187,6.375,0.0,photographs,Broadbent & Taylor,American,https://cmoa-collection-images.s3.amazonaws.com/thing/120693/1003327.jpg,1
Cousin Marie Semple Sharpe,19th century,albumen print (cabinet card),Photography,4.125,5.687,0.0,photographs,Broadbent Brothers,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106320/1003328.jpg,1
Richard Edwards (as a young man),c. 1880,albumen print (carte de visite),Photography,2.438,4.125,0.0,photographs,Walter Alfred Cox,British,https://cmoa-collection-images.s3.amazonaws.com/thing/106293/1003329.jpg,1
William Thaw,c. 1880s,albumen print (cabinet card),Photography,4.187,7.167,0.0,photographs,B. L. H. Dabbs,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106325/1003330.jpg,1
George B. Edwards,c. 1887-1887,albumen print (carte de visite),Photography,4.125,6.375,0.0,photographs,C. G. Agrell,American,https://cmoa-collection-images.s3.amazonaws.com/thing/120690/1003331.jpg,1
William Thaw,c. 1880s,albumen print (cabinet card),Photography,4.187,6.438,0.0,photographs,B. L. H. Dabbs,American,https://cmoa-collection-images.s3.amazonaws.com/thing/120694/1003333.jpg,1
"George B. Edwards, Jr.",1875-1876,albumen print (carte de visite),Photography,2.438,4.125,0.0,photographs,B. L. H. Dabbs,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106331/1003334.jpg,1
William Edwards (as a young man),,albumen print (cabinet card),Photography,4.25,6.438,0.0,photographs,B. L. H. Dabbs,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106321/1003335.jpg,1
William Edwards as a Little Boy,early 1870s,albumen print (carte de visite),Photography,2.375,3.938,0.0,photographs,Davis Mahan,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106326/1003336.jpg,1
Possibly Catherine Pond May Edwards,,albumen print (cabinet card),Photography,4.125,6.5,0.0,photographs,Trevor McClurg|Sanford M. Robinson,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/106319/1003337.jpg,1
Richard Edwards as a Little Boy,late 1860s,albumen print (carte de visite),Photography,2.438,4.125,0.0,photographs,Trevor McClurg|Sanford M. Robinson,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/106327/1003338.jpg,1
Katherine May Edwards,c. 1873-1874,albumen print (carte de visite),Photography,2.5,4.125,0.0,photographs,Trevor McClurg|Sanford M. Robinson,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/106329/1003339.jpg,1
Burd Blair and Katherine May Edwards,c. 1873-1874,albumen print (carte de visite),Photography,2.5,4.125,0.0,photographs,Trevor McClurg|Sanford M. Robinson,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/106335/1003340.jpg,1
Eliza B. Thaw Edwards,no date,"gelatin silver print, mounted",Photography,6.75,8.75,0.0,photographs,Perry,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106280/1003341.jpg,1
Elizabeth Burd Thaw in a Flowered Bonnet,1847,albumen print (carte de visite),Photography,2.438,3.938,0.0,photographs,William T. Purviance,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106334/1003343.jpg,1
Elizabeth Burd Thaw with Chin on Hand Facing Left,1851,albumen print (carte de visite),Photography,2.438,3.938,0.0,photographs,William T. Purviance,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106330/1003344.jpg,1
Elizabeth Burd Thaw with Chin on Hand Facing Right,1851,albumen print (carte de visite),Photography,2.438,3.938,0.0,photographs,William T. Purviance,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106304/1003345.jpg,1
Elizabeth Burd Thaw,,albumen print (carte de visite),Photography,2.438,3.938,0.0,photographs,William T. Purviance,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106306/1003346.jpg,1
Elizabeth Burd Thaw,,albumen print (carte de visite),Photography,2.438,3.438,0.0,photographs,William T. Purviance,American,https://cmoa-collection-images.s3.amazonaws.com/thing/120692/1003347.jpg,1
Elizabeth Burd Thaw in Fur-trimmed Coat,1863,albumen print (carte de visite),Photography,2.438,3.875,0.0,photographs,William T. Purviance,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106337/1003348.jpg,1
Eliza Thaw Edwards at Age Seven,1851,albumen print (carte de visite),Photography,2.5,3.875,0.0,photographs,William T. Purviance,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106338/1003349.jpg,1
George B. Edwards as a Young Man,1860s,albumen print (carte de visite),Photography,2.312,3.75,0.0,photographs,William T. Purviance,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106336/1003350.jpg,1
Possibly Maggie Edwards (in fringed dress),,albumen print (carte de visite),Photography,2.438,3.875,0.0,photographs,William T. Purviance,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106310/1003351.jpg,1
Member of the Pond/Edwards Family (elderly woman in glasses),,albumen print (carte de visite),Photography,2.375,4.25,0.0,photographs,William T. Purviance,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106316/1003352.jpg,1
Richard Edwards,c. 1885-1887,albumen print (cabinet card),Photography,4.125,6.375,0.0,photographs,C. G. Agrell,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106323/1003353.jpg,1
Katherine May Edwards,c. 1916-1918,gelatin silver print,Photography,1.562,2.562,0.0,photographs,Rembrandt,French,https://cmoa-collection-images.s3.amazonaws.com/thing/106294/1003354.jpg,1
Elizabeth Burd Thaw,,albumen print (cabinet card),Photography,4.187,6.438,0.0,photographs,Sanford M. Robinson,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106322/1003355.jpg,1
Eliza Thaw Edwards,c. 1880,albumen print (cabinet card),Photography,4.187,6.438,0.0,photographs,Sanford M. Robinson,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106340/1003357.jpg,1
Richard Edwards (as a boy),1870s,albumen print (carte de visite),Photography,2.438,4.125,0.0,photographs,Sanford M. Robinson,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106305/1003358.jpg,1
Elizabeth Burd Thaw (with braided hair),19th century,albumen print (carte de visite),Photography,2.438,3.875,0.0,photographs,Rorah & Co.,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106308/1003359.jpg,1
Elizabeth Burd Thaw,,albumen print (carte de visite),Photography,2.438,3.938,0.0,photographs,William Rorah,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106307/1003360.jpg,1
Eliza Thaw Edwards,1863,albumen print (carte de visite),Photography,2.438,3.875,0.0,photographs,William Rorah,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106339/1003361.jpg,1
Eliza Thaw Edwards (with grey hair),no date,gelatin silver print,Photography,5.687,7.5,0.0,photographs,The Misses Selz,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106279/1003362.jpg,1
Eliza Thaw Edwards (looking right),no date,gelatin silver print,Photography,10.063,13.0,0.0,photographs,The Misses Selz,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106278/1003363.jpg,1
Richard Edwards (full length),c. 1885-1887,albumen print (cabinet card),Photography,4.187,6.438,0.0,photographs,C. G. Agrell,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106283/1003364.jpg,1
Possibly William Edwards (in middle age),no date,gelatin silver print,Photography,9.063,10.938,0.0,photographs,The Misses Selz,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106277/1003365.jpg,1
William Edwards (with a moustache),19th century,albumen print (cabinet card),Photography,3.875,5.312,0.0,photographs,John Sperber,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106295/1003366.jpg,1
Richard Edwards,no date,albumen print (cabinet card),Photography,4.25,6.5,0.0,photographs,Curtis W. Taylor & Co.,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106275/1003367.jpg,1
William Thaw (in profile),c. 1870s,albumen print (carte de visite),Photography,2.375,3.875,0.0,photographs,William H. Whitehead,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106315/1003370.jpg,1
William Edwards (as a baby),c. 1867-1868,albumen print (carte de visite),Photography,2.438,4.187,0.0,photographs,William H. Whitehead,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106313/1003372.jpg,1
Edwards Baby,,albumen print (carte de visite),Photography,2.438,4.125,0.0,photographs,William H. Whitehead,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106314/1003373.jpg,1
Richard Edwards and George B. Edwards,c. 1885-1887,albumen print (cabinet card),Photography,4.187,6.438,0.0,photographs,C. G. Agrell,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106324/1003374.jpg,1
Richard Edwards (in white tie),c. 1885-1890,albumen print,Photography,2.438,4.125,0.0,photographs,C. G. Agrell,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106311/1003375.jpg,1
Richard Edwards (in white tie),c. 1885-1890,albumen print,Photography,4.187,6.438,0.0,photographs,C. G. Agrell,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106282/1003376.jpg,1
William Thaw,c. 1860,albumen print (carte de visite),Photography,2.438,3.625,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106318/1003377.jpg,1
Elizabeth Burd Thaw,19th century,albumen print (carte de visite),Photography,2.438,3.938,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/106309/1003378.jpg,1
Evening,1856-1870,marble,Fine Arts,22.0,24.75,1.75,sculpture,William Henry Rinehart,American,https://cmoa-collection-images.s3.amazonaws.com/thing/117063/1003379-5580.jpg,1
"House; House for Art Collector (Lockhart Saatchi House), Umbria, Italy; [model]",1992,birch plywood and perspex,Heinz Architectural Center,34.25,12.188,15.375,architectural models,David Chipperfield,English,https://cmoa-collection-images.s3.amazonaws.com/thing/118019/1003380-5836.jpg,1
"House for an Art Collector, Therwill",1985,graphite and charcoal on paper,Heinz Architectural Center,9.5,12.0,0.0,drawings and watercolors,Jacques Herzog|Pierre de Meuron,Swiss|Swiss,https://cmoa-collection-images.s3.amazonaws.com/thing/205082/1003383.jpg,1
"House for an Art Collector, Therwill",1985,graphite and charcoal on paper,Heinz Architectural Center,12.0,9.5,0.0,drawings and watercolors,Jacques Herzog|Pierre de Meuron,Swiss|Swiss,https://cmoa-collection-images.s3.amazonaws.com/thing/13102/13102.jpg,1
"Office Building; Competition Entry, Berlin Centre of Frankfurter Allgemeine Zeitung",1990,photomontage with computer print on photographic paper,Heinz Architectural Center,20.5,12.188,0.0,drawings and watercolors,Jean Nouvel,French,https://cmoa-collection-images.s3.amazonaws.com/thing/205076/1003390.jpg,1
Dead 1970,1971,gelatin silver print,Contemporary Art,14.75,18.75,1.25,photographs,Larry Clark,American,https://cmoa-collection-images.s3.amazonaws.com/thing/206421/1003391.jpg,1
Tulsa,1971,paper,Contemporary Art,9.25,12.25,0.438,books,Larry Clark,American,https://cmoa-collection-images.s3.amazonaws.com/thing/114097/1003392-cover.jpg,1
Untitled,1991,photolithograph on newsprint with hand-torn edges,Contemporary Art,20.625,29.625,1.875,prints,Robert Gober,American,https://cmoa-collection-images.s3.amazonaws.com/thing/158000/1003393.jpg,1
Divided Square No. 48,,acrylic on canvas on board,Contemporary Art,47.75,47.875,1.812,paintings,Michael Morrill,American,https://cmoa-collection-images.s3.amazonaws.com/thing/101368/1003394_9118.jpg,1
Crosspot,1957,glazed stoneware,Decorative Arts and Design,0.0,12.0,0.0,Ceramics,John Mason,American,https://cmoa-collection-images.s3.amazonaws.com/thing/27805/1003407.jpg,1
No. 10 Study in a Pastoral Manner,1977-1978,gouache on paper,Contemporary Art,31.125,23.125,1.0,drawings and watercolors,Kes Zapkus,American,https://cmoa-collection-images.s3.amazonaws.com/thing/101951/1003408.jpg,1
Bowl,c. 1955,glazed earthenware,Decorative Arts and Design,0.0,3.438,0.0,Ceramics,Gertrud Natzler|Otto Natzler,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/97652/1003412-2.jpg,1
Bowl,c. 1955,earthenware,Decorative Arts and Design,0.0,1.938,0.0,Ceramics,Gertrud Natzler|Otto Natzler,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/3118/CMA-1997-52-2.jpg,1
Pair of folding binoculars in original case,c. 1900,"aluminum, glass, leather, metal",Decorative Arts and Design,4.375,2.0,4.625,Metals,Aitchison & Co.,English,https://cmoa-collection-images.s3.amazonaws.com/thing/1144/CMA-1997-53-A-B.jpg,1
Cabinet,1969,painted polyurethane and acrylic,Decorative Arts and Design,24.0,73.25,19.875,furniture,Peter Muller-Munk Associates|Mobay Chemical Company,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/96502/1003415-2.jpg,1
Mrs. Cleveland,1868,oil on canvas,Fine Arts,40.0,54.0,2.75,paintings,Guglielmo de Sanctis,Italian,https://cmoa-collection-images.s3.amazonaws.com/thing/114578/1003416.jpg,1
Portrait of Marie Louise Pardo de Leygimer,1916,additive color screen plate (Autochrome Lumière),Photography,5.5,3.125,0.125,photographs,Antonio Pardo Soublette,Venezuelan,https://cmoa-collection-images.s3.amazonaws.com/thing/22804/1003419.jpg,1
Caroline Luise Kaercher with Cat,1830,oil on canvas,Fine Arts,25.0,30.0,0.0,paintings,Robert Street,American,https://cmoa-collection-images.s3.amazonaws.com/thing/187441/1003420.jpg,1
Hay-Maker [Faneuse],1869,oil on canvas,Fine Arts,31.812,39.5,5.5,paintings,Adolphe-William Bouguereau,French,https://cmoa-collection-images.s3.amazonaws.com/thing/10182/CMA-1997-58_1.jpg,1
Platter la Normandie,1936,porcelain,Decorative Arts and Design,0.0,2.0,0.0,Ceramics,Jean Beaumont|Charles Fritz|Sèvres Porcelain Factory,French|French|French,https://cmoa-collection-images.s3.amazonaws.com/thing/12041/CMA-1997-5_1.jpg,1
Composition,1939,oil on canvas,Contemporary Art,16.0,20.0,2.0,paintings,Suzy Frelinghuysen,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12029/CMA-1997-60_1.jpg,1
Bildachtundzwanzig,1994,oil on canvas,Contemporary Art,178.25,115.25,2.25,paintings,Georg Baselitz,German,https://cmoa-collection-images.s3.amazonaws.com/thing/21959/1003434.jpg,1
das federnde Aluminium - Mobel (Springy Aluminum Furniture),1933,paper (catalogue),Decorative Arts and Design,8.25,5.875,0.0,books,Herbert Bayer|Wohnbedarf,American|Swiss,https://cmoa-collection-images.s3.amazonaws.com/thing/107350/1003435.jpg,1
Plate,c. 1840,earthenware,Decorative Arts and Design,0.0,1.75,0.0,Ceramics,Bellevue Pottery|Peppard and Callan,English|American,https://cmoa-collection-images.s3.amazonaws.com/thing/160042/1003436-2592.jpg,1
Un Cut Chair,1997,anodized aluminum and stainless steel,Decorative Arts and Design,38.0,31.625,38.875,furniture,Ron Arad|Ron Arad and Associates,Israeli|British,https://cmoa-collection-images.s3.amazonaws.com/thing/94671/1003437.jpg,1
Bonbon dish,1928,sterling silver,Decorative Arts and Design,5.5,2.5,5.5,containers,Erik Magnussen|Gorham Manufacturing Company,Danish|American,https://cmoa-collection-images.s3.amazonaws.com/thing/4454/CMA-1997-66.jpg,1
Florette (Prototype for Perfume Box),1922 or earlier,stamped aluminum and lacquer,Decorative Arts and Design,0.0,0.0,0.0,Metals,René Lalique,French,https://cmoa-collection-images.s3.amazonaws.com/thing/11311/1003439.jpg,1
Florette (Prototype for Perfume Box),1922 or earlier,stamped aluminum or lacquer,Decorative Arts and Design,0.0,0.0,0.0,Metals,René Lalique,French,https://cmoa-collection-images.s3.amazonaws.com/thing/11312/1003440.jpg,1
Ferns (Prototype for Perfume Box),1922 or earlier,stamped aluminum or lacquer,Decorative Arts and Design,0.0,0.0,0.0,Metals,René Lalique,French,https://cmoa-collection-images.s3.amazonaws.com/thing/11314/1003441.jpg,1
Ferns (Prototype for Perfume Box),1922 or earlier,stamped aluminum or lacquer,Decorative Arts and Design,0.0,0.0,0.0,Metals,René Lalique,French,https://cmoa-collection-images.s3.amazonaws.com/thing/11316/1003442.jpg,1
Papillons and Fern Fronds (Prototype for Perfume Box),1922 or earlier,stamped aluminum and lacquer,Decorative Arts and Design,0.0,0.0,0.0,Metals,René Lalique,French,https://cmoa-collection-images.s3.amazonaws.com/thing/11309/1003443.jpg,1
Papillons and Fern Fronds (Prototype for Perfume Box),1922 or earlier,stamped aluminum and lacquer,Decorative Arts and Design,0.0,0.0,0.0,Metals,René Lalique,French,https://cmoa-collection-images.s3.amazonaws.com/thing/11310/1003444.jpg,1
Normandie,1935,lithographic poster,Fine Arts,30.188,45.375,0.5,prints,A. Cassandre,French,https://cmoa-collection-images.s3.amazonaws.com/thing/8011/CMA-1997-68_1.jpg,1
"Garden of the Tuileries, Paris",1902,watercolor,Fine Arts,16.0,14.375,1.0,drawings and watercolors,George Luks,American,https://cmoa-collection-images.s3.amazonaws.com/thing/26775/1003451.jpg,1
Ansager (Radio Announcer),1923,lithograph printed in colors,Fine Arts,28.0,36.25,0.0,prints,El Lissitzky,Russian,https://cmoa-collection-images.s3.amazonaws.com/thing/31509/1003452.jpg,1
Apollo,1588,engraving,Fine Arts,16.0,22.0,0.0,prints,Hendrick Goltzius,Dutch,https://cmoa-collection-images.s3.amazonaws.com/thing/97478/1003453.jpg,1
Teapot,1976,ceramic,Decorative Arts and Design,9.813,8.875,5.875,Ceramics,Peter Shire,American,https://cmoa-collection-images.s3.amazonaws.com/thing/3119/CMA-1997-7-1-A-B.jpg,1
Cup,1975,ceramic,Decorative Arts and Design,6.0,3.625,4.938,Ceramics,Peter Shire,American,https://cmoa-collection-images.s3.amazonaws.com/thing/1101/CMA-1997-7-2.jpg,1
Sir Herbert Read,1983,"oil, fiberglass, and burlap on tarpaulin",Contemporary Art,84.25,120.125,3.25,paintings,Julian Schnabel,American,https://cmoa-collection-images.s3.amazonaws.com/thing/24543/1003462.jpg,1
Cup,1975,ceramic,Decorative Arts and Design,6.25,4.438,3.562,Ceramics,Peter Shire,American,https://cmoa-collection-images.s3.amazonaws.com/thing/1102/CMA-1997-7-3.jpg,1
Cup,1975,ceramic,Decorative Arts and Design,3.0,3.5,3.688,Ceramics,Peter Shire,American,https://cmoa-collection-images.s3.amazonaws.com/thing/1103/CMA-1997-7-4.jpg,1
Mars,1992,oil on linen,Contemporary Art,80.0,110.0,1.5,paintings,Louise Fishman,American,https://cmoa-collection-images.s3.amazonaws.com/thing/10204/CMA-1997-74_1.jpg,1
Cup,1975,ceramic,Decorative Arts and Design,5.75,3.438,4.562,Ceramics,Peter Shire,American,https://cmoa-collection-images.s3.amazonaws.com/thing/1104/CMA-1997-7-5.jpg,1
Light Up Maquette,c. 1972,illustration board painted gloss yellow,Contemporary Art,14.0,10.0,11.0,sculpture,Tony Smith,American,https://cmoa-collection-images.s3.amazonaws.com/thing/151561/1997.77.jpg,1
Abstraction,1932,ink on paper,Fine Arts,14.25,19.25,0.0,drawings and watercolors,Abraham Walkowitz,American,https://cmoa-collection-images.s3.amazonaws.com/thing/115085/1003473.jpg,1
Saleswoman,1930,etching on paper,Fine Arts,10.875,8.625,0.0,prints,Kenneth Hayes Miller,American,https://cmoa-collection-images.s3.amazonaws.com/thing/100476/1003474_cropped.jpg,1
Untitled,1942-1943,pencil on paper,Fine Arts,16.0,22.0,0.0,drawings and watercolors,Sidney Gordin,American,https://cmoa-collection-images.s3.amazonaws.com/thing/103167/1003475_cropped_detail.jpg,1
Thomas Eakins,1905,gelatin silver print,Photography,6.0,7.875,0.0,photographs,Conrad Frederic Haeseler,American,https://cmoa-collection-images.s3.amazonaws.com/thing/10147/CMA-1997.79.jpg,1
Ashtray,c. 1950,earthenware with sgraffito decoration,Decorative Arts and Design,0.0,1.0,0.0,Ceramics,Edwin Scheier|Mary Scheier,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/1105/CMA-1997-8-1.jpg,1
Casserole,c. 1950,earthenware,Decorative Arts and Design,5.687,2.0,4.312,Ceramics,Edwin Scheier|Mary Scheier,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/1106/CMA-1997-8-2.jpg,1
Mug,c. 1945,earthenware with sgraffito decoration,Decorative Arts and Design,4.438,5.25,3.375,Ceramics,Edwin Scheier|Mary Scheier,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/3120/CMA-1997-8-3-1.jpg,1
Sphinx II,1989,douglas fir pine and steel,Contemporary Art,64.5,62.5,35.625,sculpture,Chris MacDonald,American,https://cmoa-collection-images.s3.amazonaws.com/thing/26466/1003496.jpg,1
Mug,c. 1945,earthenware with sgraffito decoration,Decorative Arts and Design,4.438,5.312,3.375,Ceramics,Edwin Scheier|Mary Scheier,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/3121/CMA-1997-8-3-2.jpg,1
Untitled III,1984,painted wood,Contemporary Art,24.5,18.875,16.875,sculpture,Chris MacDonald,American,https://cmoa-collection-images.s3.amazonaws.com/thing/127814/1003499-1.jpg,1
Mug,c. 1950,earthenware with sgraffito decoration,Decorative Arts and Design,4.312,3.75,3.438,Ceramics,Edwin Scheier|Mary Scheier,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/1107/CMA-1997-8-4.jpg,1
Mug,c. 1950,earthenware,Decorative Arts and Design,3.875,3.25,3.125,Ceramics,Edwin Scheier|Mary Scheier,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/1108/CMA-1997-8-5.jpg,1
Man with mustache,c. 1870-1910,albumen or gelatin silver print on cabinet card,Photography,4.25,6.5,0.0,photographs,Burggraf,American,https://cmoa-collection-images.s3.amazonaws.com/thing/118816/1003505.jpg,1
Boy with ribbon bow tie,c. 1870-1899,albumen print (carte de visite),Photography,2.438,4.062,0.0,photographs,B. L. H. Dabbs,American,https://cmoa-collection-images.s3.amazonaws.com/thing/118819/1003516.jpg,1
Young man,c. 1870-1910,albumen or gelatin silver print on cabinet card,Photography,4.25,6.5,0.0,photographs,Jarrett Bros.,American,https://cmoa-collection-images.s3.amazonaws.com/thing/118808/1003523.jpg,1
"Toddler, standing",c. 1870-1910,albumen or gelatin silver print on cabinet card,Photography,4.25,6.5,0.0,photographs,Morris Studio,American,https://cmoa-collection-images.s3.amazonaws.com/thing/118810/1003540.jpg,1
"Woman, facing left",c. 1870-1910,albumen or gelatin silver print on cabinet card,Photography,4.125,6.375,0.0,photographs,Mumper,American,https://cmoa-collection-images.s3.amazonaws.com/thing/118811/1003545.jpg,1
"Woman, velvet dress, long chain",c. 1870-1910,albumen or gelatin silver print on cabinet card,Photography,4.25,6.5,0.0,photographs,Stanton Bros.,American,https://cmoa-collection-images.s3.amazonaws.com/thing/118814/1003566.jpg,1
"Man, striped tie",c. 1870-1910,albumen print (cabinet card),Photography,4.125,6.5,0.0,photographs,Teush,American,https://cmoa-collection-images.s3.amazonaws.com/thing/118818/1003567.jpg,1
"Woman, horizontal pin on collar",c. 1870-1910,albumen or gelatin silver print on cabinet card,Photography,4.25,6.5,0.0,photographs,Weller,American,https://cmoa-collection-images.s3.amazonaws.com/thing/118809/1003570.jpg,1
"Woman, ribbon at neck",c. 1870-1910,albumen or gelatin silver print on cabinet card,Photography,4.25,6.5,0.0,photographs,Ern. K. Weller,American,https://cmoa-collection-images.s3.amazonaws.com/thing/118813/1003571.jpg,1
Boy with opened book,c. 1870-1900,"albumen or gelatin silver print, unmounted",Photography,3.75,5.75,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/118820/1003577.jpg,1
Interior,1931,oil on canvas,Fine Arts,26.0,40.0,2.75,paintings,George Copeland  Ault,American,https://cmoa-collection-images.s3.amazonaws.com/thing/22107/1003583.jpg,1
